title,date,duration_s,enclosure_url,enclosure_bytes,guid
Ed Glaeser on the Economics of Paternalism,2006-09-18,2629,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/37bcf80c-d00a-43c4-bd62-19e511852f63/glaesergovernment_tc.mp3?aid=rss_feed&feed=wgl4xEgL,10518465,http://www.econlib.org/library/Downloads/Glaesergovernment.mp3
Darius Lakdawalla on the Economics of Obesity,2006-09-25,2814,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/8c9a55f1-8b12-4b5e-898f-028bc89095c2/lakdawallafat_tc.mp3?aid=rss_feed&feed=wgl4xEgL,11256686,http://www.econlib.org/library/Downloads/Lakdawallafat.mp3
Michael Munger on Private vs. Public Risk-Taking,2006-10-03,3110,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/caabd44e-a1d5-4ae7-afb7-d8a7f9fd1e4f/mungerpublic_tc.mp3?aid=rss_feed&feed=wgl4xEgL,12443040,http://www.econlib.org/library/Downloads/Mungerpublic.mp3
Larry Iannaccone on the Economics of Religion,2006-10-09,4094,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/08cb2943-8e88-4997-9a3d-41359067308b/iannacconereligion_tc.mp3?aid=rss_feed&feed=wgl4xEgL,16376976,http://www.econlib.org/library/Downloads/Iannacconereligion.mp3
"Walter Williams on Life, Liberty and Economics",2006-10-16,3789,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f12c2563-e5ca-48f0-8741-59408c2da739/williamsinterview_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15156432,http://www.econlib.org/library/Downloads/Williamsinterview.mp3
Skip Sauer on the Economics of Moneyball,2006-10-23,3675,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f1e7a1f7-fcae-489d-9d40-aeeee4c07fa1/sauermoneyball_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14701536,http://www.econlib.org/library/Downloads/SauerMoneyball.mp3
Clint Bolick Defends Judicial Activism,2006-10-31,3339,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/055a4d5c-d30f-4001-b90d-650ff0f241a2/bolickjudicial_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13359744,http://www.econlib.org/library/Downloads/Bolickjudicial.mp3
Richard Thaler on Libertarian Paternalism,2006-11-06,3760,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/9fef3992-9e6c-43f5-b062-84728b163971/thalergovernment_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15042142,http://www.econlib.org/library/Downloads/Thalergovernment.mp3
Sam Peltzman on Regulation,2006-11-13,3238,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f55fd220-4b4a-4df7-8cba-6ea21d806698/peltzmanregulationa_tc.mp3?aid=rss_feed&feed=wgl4xEgL,12953496,http://files.libertyfund.org/econtalk/PeltzmanregulationA.mp3
Stanley Engerman on Slavery,2006-11-21,4251,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/6e43cee4-ddb6-46e6-87ed-83eebfdb44a5/engermanslavery_tc.mp3?aid=rss_feed&feed=wgl4xEgL,17006237,http://www.econlib.org/library/Downloads/Engermanslavery.mp3
Virginia Postrel on Style,2006-11-27,3510,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/b4b48abf-de9e-4c8b-b1c6-5a3022236dd0/postrelstyle_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14041652,http://www.econlib.org/library/Downloads/Postrelstyle.mp3
Bryan Caplan on Discrimination and Labor Markets,2006-12-04,3465,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/c20a294d-4bfa-4bae-87f0-74b58b1e277b/caplandiscrimination_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13860571,http://www.econlib.org/library/Downloads/Caplandiscrimination.mp3
Don Boudreaux on Law and Legislation,2006-12-11,4407,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/e620ca4a-0daa-4f8e-8fdb-21e066a71d15/boudreauxhayek_tc.mp3?aid=rss_feed&feed=wgl4xEgL,17631086,http://www.econlib.org/library/Downloads/BoudreauxHayek.mp3
Peter Boettke on Katrina and the Economics of Disaster,2006-12-18,4511,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/325c102a-712d-4165-8711-6668a4c56710/boettkedisasters_tc.mp3?aid=rss_feed&feed=wgl4xEgL,18046015,http://www.econlib.org/library/Downloads/Boettkedisasters.mp3
Michael Munger on Price Gouging,2007-01-08,3608,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/27bfe15d-5473-45e0-8faa-0b053a264d94/mungergouging_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14433176,http://www.econlib.org/library/Downloads/Mungergouging.mp3
Bruce Yandle on Bootleggers and Baptists,2007-01-15,4127,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/7fe4bde3-5c3c-48de-b142-08c1978a7d77/yandleregulation_tc.mp3?aid=rss_feed&feed=wgl4xEgL,16511582,http://www.econlib.org/library/Downloads/y2007/Yandleregulation.mp3
"Greg Mankiw on Gasoline Taxes, Keynes and Macroeconomics",2007-01-22,3624,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/6def6ad8-ddfc-4ea3-b3b8-12e1eed53372/mankiwmacro_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14499213,http://www.econlib.org/library/Downloads/y2007/Mankiwmacro.mp3
Michael Lewis on the Hidden Economics of Baseball and Football,2007-01-29,4556,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/abb60933-35a5-4104-a256-c62b8194d921/lewissports_tc.mp3?aid=rss_feed&feed=wgl4xEgL,18227931,http://www.econlib.org/library/Downloads/y2007/Lewissports.mp3
"Bob Lucas on Growth, Poverty and Business Cycles",2007-02-05,2894,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/19ea9846-659e-420a-af6c-a844eb48324c/lucasgrowth_tc.mp3?aid=rss_feed&feed=wgl4xEgL,11578201,http://www.econlib.org/library/Downloads/y2007/Lucasgrowth.mp3
Bruce Bueno de Mesquita on Democracies and Dictatorships,2007-02-12,4015,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/b0453023-a97b-49c3-96ed-7d81c7a541d2/buenodemesquitademocracy_tc.mp3?aid=rss_feed&feed=wgl4xEgL,16060604,http://www.econlib.org/library/Downloads/y2007/BuenodeMesquitademocracy.mp3
Richard Epstein on Property Rights and Drug Patents,2007-02-19,3972,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/4cf24773-ed13-49e9-8d2a-7581a9eb46f3/epsteindrugs_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15888718,http://www.econlib.org/library/Downloads/y2007/Epsteindrugs.mp3
Viviana Zelizer on Money and Intimacy,2007-02-26,3298,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/8328502b-9a47-4e06-a27c-aa10381bc570/zelizermoney_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13195703,http://www.econlib.org/library/Downloads/y2007/Zelizermoney.mp3
Gregg Easterbrook on the American Standard of Living,2007-03-05,3322,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/dcca31ec-cfd0-452d-b901-96c6028f69e7/easterbrookamerica_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13289430,http://www.econlib.org/library/Downloads/y2007/EasterbrookAmerica.mp3
"Tyler Cowen on Liberty, Art, Food and Everything Else in Between",2007-03-12,3331,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/4470e2b8-f792-466e-b5ae-fdabcb41bae9/cowenart_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13325793,http://www.econlib.org/library/Downloads/y2007/Cowenart.mp3
David Leonhardt on the Media,2007-03-19,3463,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/5a31e7d4-d944-4354-87de-552da1ea1b00/leonhardtmedia_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13853153,http://www.econlib.org/library/Downloads/y2007/Leonhardtmedia.mp3
Kevin Kelly on the Future of the Web and Everything Else,2007-03-26,4193,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/0e9a7595-b287-4649-b0aa-88c3ce333d5e/kellyweb_tc.mp3?aid=rss_feed&feed=wgl4xEgL,16774060,http://www.econlib.org/library/Downloads/y2007/Kellyweb.mp3
Mike Munger on the Division of Labor,2007-04-02,3697,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/6f178987-cd97-4ee4-90df-989c309495b3/mungerlabor_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14788963,http://www.econlib.org/library/Downloads/y2007/Mungerlabor.mp3
John Bogle on Investing,2007-04-09,3510,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/7ebbb6a1-c253-4609-b0bd-61658c05fd9b/bogleinvesting_tc.mp3?aid=rss_feed&feed=wgl4xEgL,14042279,http://www.econlib.org/library/Downloads/y2007/Bogleinvesting.mp3
"Don Boudreaux on the Economics of ""Buy Local""",2007-04-16,3351,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/041bb216-4c70-49f9-b383-2c6d7cbedcdf/boudreauxlocal_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13407608,http://www.econlib.org/library/Downloads/y2007/Boudreauxlocal.mp3
Alvin Rabushka on the Flat Tax,2007-04-23,3856,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/224e88fc-7c26-4218-bc8b-400dcf6ba2fb/rabushkataxes_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15427187,http://www.econlib.org/library/Downloads/y2007/Rabushkataxes.mp3
Nassim Nicholas Taleb on Black Swans,2007-04-30,5010,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/4972e12a-3ac0-4f71-8897-8cf714634d60/talebswan_tc.mp3?aid=rss_feed&feed=wgl4xEgL,20041352,http://www.econlib.org/library/Downloads/y2007/Talebswan.mp3
"John Allison on Strategy, Profits, and Self-Interest",2007-05-07,3431,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f2d817ed-5f5c-49a5-85e2-96d89eb4a2f9/allisonstrategy_tc.mp3?aid=rss_feed&feed=wgl4xEgL,13724839,http://www.econlib.org/library/Downloads/y2007/Allisonstrategy.mp3
"Cass Sunstein on Infotopia, Information and Decision-Making",2007-05-14,3904,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/5ac56310-6d0b-4d73-81af-1298a95ef288/sunsteininformation_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15617463,http://www.econlib.org/library/Downloads/y2007/Sunsteininformation.mp3
Vernon Smith on Markets and Experimental Economics,2007-05-21,3973,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/07f76249-8342-4861-aad4-e68b4247e931/smithexperimental_tc.mp3?aid=rss_feed&feed=wgl4xEgL,15895719,http://www.econlib.org/library/Downloads/y2007/Smithexperimental.mp3
Robin Hanson on Health,2007-05-28,4336,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/09aab913-6c95-4a64-821a-c4bb63de9206/hansonhealth_tc.mp3?aid=rss_feed&feed=wgl4xEgL,34689148,http://www.econlib.org/library/Downloads/y2007/Hansonhealth.mp3
Amity Shlaes on the Great Depression,2007-06-04,3990,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/369331d7-cf21-472d-816a-59f66679e091/shlaesgreatdepression_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31922467,http://www.econlib.org/library/Downloads/y2007/Shlaesgreatdepression.mp3
Dan Pink on How Half Your Brain Can Save Your Job,2007-06-11,4033,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/62084d41-9a59-4677-bc35-175043d78422/pinkmind_tc.mp3?aid=rss_feed&feed=wgl4xEgL,32266656,http://www.econlib.org/library/Downloads/y2007/Pinkmind.mp3
David Weinberger on Everything is Miscellaneous and the Wonderful World of Digital Information,2007-06-18,4492,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/929c8b23-f235-45f6-b309-796622f56ac6/weinbergerinformation_tc.mp3?aid=rss_feed&feed=wgl4xEgL,35939891,http://www.econlib.org/library/Downloads/y2007/Weinbergerinformation.mp3
Bryan Caplan on the Myth of the Rational Voter,2007-06-25,4869,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/582d47fa-f516-49c8-8bdf-9c94a9d661fc/caplanmyth_tc.mp3?aid=rss_feed&feed=wgl4xEgL,38952541,http://www.econlib.org/library/Downloads/y2007/Caplanmyth.mp3
Michael Munger on Recycling,2007-07-02,3750,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/7e0f5b64-2326-4683-b4ab-91f261ee3a70/mungerrecycling_tc.mp3?aid=rss_feed&feed=wgl4xEgL,30004452,http://www.econlib.org/library/Downloads/y2007/Mungerrecycling.mp3
Ed Leamer on Outsourcing and Globalization,2007-07-09,3909,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/3b522903-b774-4a32-9083-bf2ff4f429f6/leameroutsourcing_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31275048,http://www.econlib.org/library/Downloads/y2007/Leameroutsourcing.mp3
Russ Roberts on Ticket Prices and Scalping,2007-07-16,2429,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/8123ca61-c978-43fd-9803-4a4cf72bcfb8/robertsscalping_tc.mp3?aid=rss_feed&feed=wgl4xEgL,19433011,http://www.econlib.org/library/Downloads/y2007/Robertsscalping.mp3
"Bruce Bueno de Mesquita on Reagan, Yeltsin, and the Strategy of Political Campaigning",2007-07-23,4023,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/afa990f5-44a2-421b-9558-244a1253c58a/buenodemesquitacampaign_tc.mp3?aid=rss_feed&feed=wgl4xEgL,32186826,http://www.econlib.org/library/Downloads/y2007/BuenodeMesquitacampaign.mp3
David Henderson on Disagreeable Economists,2007-07-30,3610,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/da2249f6-0b2a-4ea7-8634-03071fd70aa5/hendersoneconomists_tc.mp3?aid=rss_feed&feed=wgl4xEgL,28887665,http://www.econlib.org/library/Downloads/y2007/Hendersoneconomists.mp3
Eric Hanushek on Educational Quality and Economic Growth,2007-08-06,3789,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/df59c9b4-7397-44b1-b711-f6c9902fe5bc/hanushekquality_tc.mp3?aid=rss_feed&feed=wgl4xEgL,30315623,http://www.econlib.org/library/Downloads/y2007/Hanushekquality.mp3
"Barry Weingast on Violence, Power and a Theory of Nearly Everything",2007-08-13,3922,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f5ab4775-22fd-4cf4-883b-209d2f9434d5/weingastpower_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31383300,http://www.econlib.org/library/Downloads/y2007/Weingastpower.mp3
"Deborah Gordon on Ants, Humans, the Division of Labor and Emergent Order",2007-08-20,3969,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/0634a4d7-94c4-4751-bbad-1246268215b9/gordonants_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31757373,http://www.econlib.org/library/Downloads/y2007/Gordonants.mp3
Paul Romer on Growth,2007-08-27,4628,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/0fe11031-45ea-4043-8a1f-39202f1d11ad/romergrowth_tc.mp3?aid=rss_feed&feed=wgl4xEgL,37029719,http://www.econlib.org/library/Downloads/y2007/Romergrowth.mp3
"George Shultz on Economics, Human Rights and the Fall of the Soviet Union",2007-09-03,2148,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/98c3299b-e08d-416b-983e-e0542e126f50/shultzeconomics_tc.mp3?aid=rss_feed&feed=wgl4xEgL,17190451,http://www.econlib.org/library/Downloads/y2007/Shultzeconomics.mp3
Tyler Cowen on Your Inner Economist,2007-09-10,3503,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/cd7f4b96-20a0-4a86-b06b-fa6eca8ad2ac/coweneconomist_tc.mp3?aid=rss_feed&feed=wgl4xEgL,28028968,http://www.econlib.org/library/Downloads/y2007/Coweneconomist.mp3
"Richard Epstein on Property Rights, Zoning and Kelo",2007-09-17,2489,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/e8e3edab-bf9e-4e6e-9b82-974c1b164231/epsteinzoning_tc.mp3?aid=rss_feed&feed=wgl4xEgL,19916799,http://www.econlib.org/library/Downloads/y2007/Epsteinzoning.mp3
"Grab Bag: Mike Munger and Russ Roberts on Recycling, Peak Oil and Steroids",2007-09-24,3919,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/28f17148-8970-42cd-b540-ae709b69a3cb/mungergrabbag_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31352998,http://www.econlib.org/library/Downloads/y2007/Mungergrabbag.mp3
"Don Boudreaux on Market Failure, Government Failure and the Economics of Antitrust Regulation",2007-10-01,3992,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/c65e3a5c-cb8c-41f0-8016-b0786a4a5aee/boudreauxantitrust_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31943783,http://www.econlib.org/library/Downloads/y2007/Boudreauxantitrust.mp3
"Thomas McCraw on Schumpeter, Innovation, and Creative Destruction",2007-10-08,4002,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/ab417c5e-7876-4989-a1f1-2caed74b68ae/mccrawinnovation_tc.mp3?aid=rss_feed&feed=wgl4xEgL,32022986,http://www.econlib.org/library/Downloads/y2007/Mccrawinnovation.mp3
Robert Frank on Economics Education and the Economic Naturalist,2007-10-15,4142,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/884a70b8-890d-4ac9-b77e-13579b4043ca/franknaturalist_tc.mp3?aid=rss_feed&feed=wgl4xEgL,33142072,http://www.econlib.org/library/Downloads/y2007/Franknaturalist.mp3
Ian Ayres on Super Crunchers and the Power of Data,2007-10-22,3764,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/529ca34d-b0f7-4344-b007-ce5cc8ca5f78/ayresdata_tc.mp3?aid=rss_feed&feed=wgl4xEgL,30112704,http://www.econlib.org/library/Downloads/y2007/Ayresdata.mp3
Bruce Yandle on the Tragedy of the Commons and the Implications for Environmental Regulation,2007-10-29,5072,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/d9c1bd86-ee20-4ba2-8d56-c61996ff5b39/yandlecommons_tc.mp3?aid=rss_feed&feed=wgl4xEgL,40577357,http://www.econlib.org/library/Downloads/y2007/Yandlecommons.mp3
Arnold Kling on the Economics of Health Care and the Crisis of Abundance,2007-11-05,3533,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/15a03756-c5e9-4b4d-a291-a6d26150d768/klinghealthcare_tc.mp3?aid=rss_feed&feed=wgl4xEgL,28265115,http://www.econlib.org/library/Downloads/y2007/klinghealthcare.mp3
"Joel Waldfogel on Markets, Choice, and the Tyranny of the Market",2007-11-12,3101,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/d94fea90-2c16-405a-a95e-8dc836a09aaa/waldfogelmarkets_tc.mp3?aid=rss_feed&feed=wgl4xEgL,24809847,http://www.econlib.org/library/Downloads/y2007/Waldfogelmarkets.mp3
Henry Aaron on Health Care Costs,2007-11-15,2375,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/f9e8ab4b-08d5-4526-89db-e99a2e347f36/aaronhealth_tc.mp3?aid=rss_feed&feed=wgl4xEgL,19000214,http://www.econlib.org/library/Downloads/y2007/Aaronhealth.mp3
Cass Sunstein on Worst-case Scenarios,2007-11-19,3866,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/626de606-87af-4073-8080-a14ac99e0802/sunsteinworstcase_tc.mp3?aid=rss_feed&feed=wgl4xEgL,30930650,http://www.econlib.org/library/Downloads/y2007/Sunsteinworstcase.mp3
"Daniel Botkin on Nature, the Environment and Global Warming",2007-11-26,3977,https://cdn.simplecast.com/audio/6fdba5/6fdba516-8381-43b0-b29f-59d05512b693/9945b5d9-8fd6-4a15-9a53-08911690f9b5/botkinnature_tc.mp3?aid=rss_feed&feed=wgl4xEgL,31820694,http://www.econlib.org/library/Downloads/y2007/Botkinnature.mp3
