title,date,duration_s,enclosure_url,enclosure_bytes,guid
"My Brother, My Brother and Me 11: The Lesbian Apocalypse",2010-06-28,2314,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/953fd8e6-6786-4d97-b6b2-07130dc87c5a/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=953fd8e6-6786-4d97-b6b2-07130dc87c5a&feed=wjQvYtdl,23309721,http://mbmbam.libsyn.com/index.php?post_id=627605#
"My Brother, My Brother and Me 12: The Last Frownbender",2010-07-05,2208,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/36b855ac-666a-473d-beb5-fb9f88469d6d/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=36b855ac-666a-473d-beb5-fb9f88469d6d&feed=wjQvYtdl,22089953,http://mbmbam.libsyn.com/index.php?post_id=629188#
"My Brother, My Brother and Me 13: The Life Moustache",2010-07-13,1982,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/fbfe2fc3-5d83-4c6b-b89a-34f58758826c/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=fbfe2fc3-5d83-4c6b-b89a-34f58758826c&feed=wjQvYtdl,19828010,549d7e12925217a82b6084bdf92417f6
"My Brother, My Brother and Me 14: The Secret Life of Ferguson",2010-07-19,2686,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/7fdafb9d-7b1e-4b5e-840b-efaae50f415d/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=7fdafb9d-7b1e-4b5e-840b-efaae50f415d&feed=wjQvYtdl,26864614,a0708c6b25f64f68dcb9ece15a53e2e8
"My Brother, My Brother and Me 15: The Armpit Hat",2010-07-26,2935,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/362b164c-9f0a-423e-aa64-cd071689dc9f/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=362b164c-9f0a-423e-aa64-cd071689dc9f&feed=wjQvYtdl,29350949,daa35eb18df8e63ae6eb32c4bde56028
"My Brother, My Brother and Me 16: Coach",2010-08-02,2667,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/87dbb36b-50de-4522-9515-ba9a2e658b0a/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=87dbb36b-50de-4522-9515-ba9a2e658b0a&feed=wjQvYtdl,26679177,ab140228f0afd1d1deec2b5964896188
"My Brother, My Brother and Me 17: Just the Stats, Fats",2010-08-09,2400,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/3b9a13ec-43d7-47fc-b800-d66912c8ca32/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=3b9a13ec-43d7-47fc-b800-d66912c8ca32&feed=wjQvYtdl,24002377,cfcda3447229d3c2c6b43f6cd84ce553
"My Brother, My Brother and Me 18: PB&C",2010-08-16,2772,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/373dbefb-070e-4186-b31c-ae66714d7db0/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=373dbefb-070e-4186-b31c-ae66714d7db0&feed=wjQvYtdl,27725087,46c1d89cffbeca4302fbc52fe060b5cd
"My Brother, My Brother and Me 19: Bad Seed",2010-08-23,2406,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/85804ebf-5db7-4168-b5c7-4f02bcd2f173/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=85804ebf-5db7-4168-b5c7-4f02bcd2f173&feed=wjQvYtdl,24067945,45ab702093ecdf266308210b4af815f9
"My Brother, My Brother and Me 20: Super Donuts",2010-08-30,2581,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/ae10a3aa-9031-4346-a295-6ad1cb4081e9/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=ae10a3aa-9031-4346-a295-6ad1cb4081e9&feed=wjQvYtdl,25937896,fdf7059001e57d8a8bcbaa42b31e7d6f
"My Brother, My Brother and Me 21: Drunting",2010-09-13,3034,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/c6f61238-1ea1-40e1-a278-7ee6a0b6645e/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=c6f61238-1ea1-40e1-a278-7ee6a0b6645e&feed=wjQvYtdl,30471596,210c0875b715fde726efdf8f924a0790
"My Brother, My Brother and Me 22: Lovegoose",2010-09-20,2362,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/35a270fa-08c8-455c-a78f-89a8bf1469f0/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=35a270fa-08c8-455c-a78f-89a8bf1469f0&feed=wjQvYtdl,23756298,c59a0400fbc9d5f5ef9f6f7bbfb5570b
"My Brother, My Brother and Me 23: Dad Stew",2010-09-27,2559,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/1cdacdb0-75cc-46e4-8007-a533e686771f/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=1cdacdb0-75cc-46e4-8007-a533e686771f&feed=wjQvYtdl,25718094,5940555bae6df5945f94998f856d0420
"My Brother, My Brother and Me 24: Hey Hon, How's Your Day",2010-10-04,2477,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/b1b3b837-3301-4909-868a-3e999926db07/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=b1b3b837-3301-4909-868a-3e999926db07&feed=wjQvYtdl,24901245,09a965f271d054322de422aae0a4531d
"My Brother, My Brother and Me 25: Freak in the Bedroll",2010-10-11,2527,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/e4672a67-5546-4dec-9032-a577d44f8082/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=e4672a67-5546-4dec-9032-a577d44f8082&feed=wjQvYtdl,25398877,ed690d7db6d632cbf2f67823a6a3b04d
"My Brother, My Brother and Me 26: Bases Loaded",2010-10-18,2696,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/2d18d1eb-0221-4dee-815d-c3b3cc60a6e9/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=2d18d1eb-0221-4dee-815d-c3b3cc60a6e9&feed=wjQvYtdl,27095792,114db55894ac5d7157f18201179a9e69
"My Brother, My Brother and Me 27: Immersion Therapy",2010-10-25,2720,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/8edff1bf-0bf0-4e9b-a413-66410b4d6027/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=8edff1bf-0bf0-4e9b-a413-66410b4d6027&feed=wjQvYtdl,27211880,f801b1b915c503aeee7dbc3d84de5353
"My Brother, My Brother and Me 28: The Bagel Bite Tree",2010-11-01,2864,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/9cf1c2c5-d689-47c6-833b-9fdb8581c244/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=9cf1c2c5-d689-47c6-833b-9fdb8581c244&feed=wjQvYtdl,45835564,ebff4e1beeb0c987d8d309428e9561af
"My Brother, My Brother and Me 29: The Quickening",2010-11-08,3161,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/a06f67b5-42eb-4e2f-9f19-94feb95441f5/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=a06f67b5-42eb-4e2f-9f19-94feb95441f5&feed=wjQvYtdl,31744020,75b6d1f5e9f7bae167a5aa5f60665580
"My Brother, My Brother and Me 30: Dub Step",2010-11-15,3460,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/0c74dee1-ed11-483e-a72f-aa81799b0b7c/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=0c74dee1-ed11-483e-a72f-aa81799b0b7c&feed=wjQvYtdl,34729816,370d5982add5e49f33bc7a6d9886e24b
"My Brother, My Brother and Me 31: Husky Eyes",2010-11-22,3185,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/6b43ddd4-5813-4715-bcd2-89718a9769b2/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=6b43ddd4-5813-4715-bcd2-89718a9769b2&feed=wjQvYtdl,31982518,2fa31eb9731add0ced43207b2aae8cb2
"My Brother, My Brother and Me 32: The Minnesota Pincher",2010-11-29,3025,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/1c29d55b-362a-49bc-9337-05d62c22d4bb/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=1c29d55b-362a-49bc-9337-05d62c22d4bb&feed=wjQvYtdl,30384562,3d08650900c7f4f9f9bc21621861b015
"My Brother, My Brother and Me 33: Bramblepelt",2010-12-06,3056,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/c9bf2182-d161-4481-b1ba-49adc79f96fd/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=c9bf2182-d161-4481-b1ba-49adc79f96fd&feed=wjQvYtdl,49039065,2a5a4bfcd540df8518fdbf8fe208aa44
"My Brother, My Brother and Me 34: Make it Magic",2010-12-13,3177,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/51746681-41ae-4a8d-a14c-8c5a45076104/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=51746681-41ae-4a8d-a14c-8c5a45076104&feed=wjQvYtdl,31899188,c0419badc8733415a0120a559cb9e271
"My Brother, My Brother and Me 35: Teach Me How to Holi-Dougie",2010-12-20,3524,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/48f3b427-6483-4a66-a164-f64416795a13/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=48f3b427-6483-4a66-a164-f64416795a13&feed=wjQvYtdl,35367465,6bdfd2e205bd4edc135739d3d5f47c3c
"My Brother, My Brother and Me 36: Candlenights",2010-12-27,2446,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/1904635a-2190-4d63-9b3c-700ef5ae3fd3/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=1904635a-2190-4d63-9b3c-700ef5ae3fd3&feed=wjQvYtdl,24587729,674c5b929a9705ae4848de9dab9672a0
"My Brother, My Brother and Me 37: Hickey on my Heart",2011-01-10,3247,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/3abf5a47-349d-4391-b9a8-6d6e02485560/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=3abf5a47-349d-4391-b9a8-6d6e02485560&feed=wjQvYtdl,32599530,4c70b6104051843994b6e29c95ec8408
"My Brother, My Brother and Me 38: The Brain Wife",2011-01-17,3387,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/61a7812f-0ced-414d-9bc3-48b6d3924c9f/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=61a7812f-0ced-414d-9bc3-48b6d3924c9f&feed=wjQvYtdl,34005739,300c02e93071fc065fe1b29b1e240453
"My Brother, My Brother and Me 39: Peepum's Nastygum",2011-01-24,3142,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/3ec26a49-ecbc-4189-9ae9-d08c80bd6607/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=3ec26a49-ecbc-4189-9ae9-d08c80bd6607&feed=wjQvYtdl,31550714,918770f9a4d175a57da6af2593eb77cc
"My Brother, My Brother and Me 40: Fresh Out of Aardvarks",2011-01-31,3134,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/051f9373-a354-416d-ad0a-6cf6a64419c2/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=051f9373-a354-416d-ad0a-6cf6a64419c2&feed=wjQvYtdl,31474436,8150c79337f732b2877b89f22043f4f3
"My Brother, My Brother and Me 41: Barry Fresh",2011-02-07,3408,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/059ac40a-2a0f-472c-9dc9-c677e9d4af5c/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=059ac40a-2a0f-472c-9dc9-c677e9d4af5c&feed=wjQvYtdl,34215465,4716e4b684990d88039e2a467b79a70d
"My Brother, My Brother and Me 42: Cracklin' Mendes",2011-02-14,3202,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/134eee3b-7f0d-45f1-8cd3-cca72b513208/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=134eee3b-7f0d-45f1-8cd3-cca72b513208&feed=wjQvYtdl,32154665,cba6ec2230071950fe84211b820a722c
"My Brother, My Brother and Me 43: A Horse Called Robbie",2011-02-21,3109,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/f69495d7-da4e-4bbf-bca4-14888e86a12c/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=f69495d7-da4e-4bbf-bca4-14888e86a12c&feed=wjQvYtdl,31224445,225ba6a7fd6550d2c2294826ecb8cfb4
"My Brother, My Brother and Me 44: Chunk Pump",2011-02-28,4899,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/57d03c38-9c3e-4891-aa46-f01e2b8fe575/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=57d03c38-9c3e-4891-aa46-f01e2b8fe575&feed=wjQvYtdl,49125898,f8a2e59d805da246214a2b7fd0ef2acf
"My Brother, My Brother and Me 45: The Loom",2011-03-07,3849,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/a01344ad-f06a-4875-b539-35e503d28a74/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=a01344ad-f06a-4875-b539-35e503d28a74&feed=wjQvYtdl,38626502,07e5ee5631ad64f7af7a090cc1a2ef10
"My Brother, My Brother and Me 46: Todd 'N Tony Stew",2011-03-15,2792,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/35c54ef8-ad66-4828-83f8-091c760bceae/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=35c54ef8-ad66-4828-83f8-091c760bceae&feed=wjQvYtdl,28055792,5e29feefa5c34a670036222f49b1b69b
"My Brother, My Brother and Me 47: Sleeve It",2011-03-22,3155,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/0d451f4a-ba76-4f57-a973-8486b8bcdbe5/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=0d451f4a-ba76-4f57-a973-8486b8bcdbe5&feed=wjQvYtdl,31679498,eb6febab50f5d362d4fcf7d139b985c1
"My Brother, My Brother and Me 48: Math Blaster",2011-03-28,3121,https://claritaspod.com/measure/prfx.byspotify.com/e/pscrb.fm/rss/p/mgln.ai/e/31/afp-9384.calisto.simplecastaudio.com/dbf86dbd-6a9d-4db2-a354-45de08471376/episodes/a5baf80c-d656-41fa-be6b-086a84bf2066/audio/128/default.mp3?aid=rss_feed&awCollectionId=dbf86dbd-6a9d-4db2-a354-45de08471376&awEpisodeId=a5baf80c-d656-41fa-be6b-086a84bf2066&feed=wjQvYtdl,31344085,b1c9943f0df6a2b9a491aee6fe6fc9c2
